Date,Open,High,Low,Close,Adj Close,Volume
2021-09-01,133.824097,133.910141,133.068832,133.173996,118.208473,2588327
2021-09-02,133.575531,133.891006,132.915863,133.852768,118.810974,2840413
2021-09-03,133.537292,134.292542,133.173996,133.441681,118.446068,2009575
2021-09-07,133.508606,133.642441,131.701721,131.988525,117.156204,3436110
2021-09-08,132.065002,132.973236,131.548752,132.571701,117.673859,3122728
2021-09-09,131.787766,132.848953,131.510513,131.682602,116.884674,3669682
2021-09-10,132.715103,133.240921,130.975143,130.994263,116.273697,4157955
2021-09-13,132.313583,132.877625,131.462708,132.074570,117.232605,4334729
2021-09-14,132.313583,132.476105,129.388138,130.229446,115.594826,4659198
2021-09-15,130.229446,131.739960,129.703629,131.166351,116.426430,3403579
2021-09-16,131.242828,131.883362,129.741867,130.430206,115.773018,2765624
2021-09-17,129.780121,129.942642,129.110901,129.282990,114.754715,5890340
2021-09-20,128.011475,129.235184,126.940727,128.403442,113.974014,4990152
2021-09-21,129.168259,129.684509,127.093689,127.122368,112.836899,4261927
2021-09-22,127.839386,129.416824,127.600380,128.709366,114.245567,3767901
2021-09-23,129.302109,131.376678,129.091782,130.717010,116.027603,3151807
2021-09-24,131.003830,132.390060,130.736145,131.443588,116.672523,3100762
2021-09-27,131.892929,132.954117,131.434036,132.466537,117.580505,3459017
2021-09-28,133.049713,133.546844,131.175903,131.424469,116.655548,4513072
2021-09-29,131.673035,133.776291,130.439774,133.059280,118.106659,3947499
2021-09-30,133.843216,134.388138,132.409180,132.820267,117.894485,6090230
2021-10-01,134.799240,137.638626,134.196945,137.017212,121.619797,6907889
2021-10-04,136.462708,139.579346,136.089859,137.772461,122.290192,7689251
2021-10-05,138.384323,138.623322,136.367111,136.854691,121.475548,7297524
2021-10-06,136.214142,137.065002,134.694077,136.099426,120.805145,5573506
2021-10-07,136.453156,137.093689,135.305923,135.573608,120.338432,3999695
2021-10-08,135.573608,137.332703,134.847031,136.921600,121.534935,3902940
2021-10-11,137.189301,137.743790,136.137665,136.166351,120.864555,2921792
2021-10-12,135.956024,136.042068,134.130020,134.292542,119.201302,3293436
2021-10-13,134.340347,135.191208,133.518158,134.569794,119.447403,3013003
2021-10-14,134.837479,137.590820,134.808792,137.084137,121.679192,4410668
2021-10-15,137.084137,138.479919,136.510513,138.250473,122.714478,3371049
2021-10-18,137.667297,138.565964,135.525818,136.061188,120.771233,6437189
2021-10-19,134.875717,136.653915,134.340347,135.736145,120.482719,4539117
2021-10-20,135.449326,135.946457,134.512421,135.659653,120.414810,6474008
2021-10-21,127.638626,127.839386,122.466537,122.686424,108.899452,32913959
2021-10-22,122.418739,124.521988,121.042068,122.256210,108.517586,12114981
2021-10-25,121.921608,122.992355,121.357552,122.026772,108.313919,6667204
2021-10-26,121.912048,122.657745,121.185471,121.539200,107.881142,8912861
2021-10-27,121.835564,122.256210,119.512428,119.665390,106.217903,7294176
2021-10-28,119.665390,120.755257,119.139580,120.305923,106.786461,6802138
2021-10-29,119.913956,120.764816,119.416824,119.598473,106.158516,6188973
2021-11-01,119.550667,120.755257,118.393883,120.726578,107.159843,6177153
2021-11-02,120.745697,121.577438,119.416824,120.630974,107.074982,4722062
2021-11-03,120.678780,121.692162,120.152962,121.539200,107.881142,5670784
2021-11-04,123.050003,123.339996,119.900002,120.849998,107.269394,7208700
2021-11-05,121.430000,123.769997,121.430000,123.610001,109.719238,6790500
2021-11-08,123.989998,124.779999,123.529999,124.540001,110.544724,5625300
2021-11-09,122.559998,122.900002,120.260002,120.849998,108.700821,7236600
2021-11-10,121.000000,122.430000,119.930000,120.220001,108.134155,6270300
2021-11-11,120.900002,121.790001,120.080002,120.269997,108.179131,4643300
2021-11-12,120.000000,120.639999,118.779999,118.959999,107.000816,5418300
2021-11-15,119.540001,120.160004,118.309998,118.870003,106.919876,5046300
2021-11-16,118.919998,119.900002,118.419998,118.459999,106.551079,4750800
2021-11-17,118.379997,119.330002,117.779999,118.059998,106.191299,4043300
2021-11-18,118.360001,118.360001,116.309998,116.660004,104.932045,5046900
2021-11-19,116.489998,116.559998,115.269997,116.050003,104.383362,5380200
2021-11-22,116.000000,118.809998,115.190002,116.470001,104.761147,6416200
2021-11-23,116.790001,117.940002,116.040001,116.790001,105.048965,4912800
2021-11-24,116.160004,117.269997,116.080002,116.730003,104.995010,3220800
2021-11-26,115.000000,116.339996,114.559998,115.809998,104.167480,3322000
2021-11-29,118.620003,119.610001,117.529999,118.500000,106.587059,8949800
2021-11-30,117.500000,119.239998,116.449997,117.099998,105.327797,9252700
2021-12-01,118.250000,118.930000,116.849998,116.919998,105.165901,5958300
2021-12-02,117.370003,117.980003,116.559998,116.900002,105.147919,5267100
2021-12-03,117.360001,119.360001,117.360001,118.839996,106.892876,6630100
2021-12-06,119.400002,121.150002,119.400002,119.910004,107.855316,4785600
2021-12-07,120.480003,122.080002,120.070000,121.580002,109.357430,5194000
2021-12-08,122.000000,123.379997,121.519997,123.019997,110.652649,5483900
2021-12-09,122.150002,123.949997,121.790001,123.570000,111.147369,4601100
2021-12-10,124.300003,125.330002,123.360001,124.089996,111.615097,4966900
2021-12-13,123.760002,124.360001,120.790001,122.580002,110.256889,6847500
2021-12-14,122.349998,125.029999,122.300003,123.760002,111.318275,5716100
2021-12-15,123.800003,124.820000,122.180000,123.110001,110.733627,4990000
2021-12-16,123.510002,126.639999,123.480003,125.930000,113.270119,7280500
2021-12-17,125.870003,128.639999,125.209999,127.400002,114.592346,10379000
2021-12-20,125.720001,127.199997,124.699997,127.059998,114.286507,4941400
2021-12-21,127.660004,129.339996,127.660004,128.970001,116.004494,4856000
2021-12-22,129.059998,129.789993,127.599998,129.750000,116.706093,3923200
2021-12-23,130.000000,130.960007,129.520004,130.630005,117.497627,3649000
2021-12-27,130.630005,131.649994,129.949997,131.619995,118.388092,4293900
2021-12-28,131.600006,133.220001,131.589996,132.630005,119.296577,3445200
2021-12-29,132.399994,134.210007,132.300003,133.350006,119.944183,4239900
2021-12-30,133.750000,134.369995,133.330002,133.910004,120.447868,3158100
2021-12-31,134.000000,134.990005,133.610001,133.660004,120.223022,3362100
2022-01-03,134.070007,136.289993,133.630005,136.039993,122.363724,4605900
2022-01-04,136.100006,139.949997,135.899994,138.020004,124.144699,7300000
2022-01-05,138.309998,142.199997,137.880005,138.220001,124.324600,8956900
2022-01-06,138.199997,138.410004,132.509995,135.339996,121.734108,9908100
2022-01-07,134.899994,135.660004,133.509995,134.830002,121.275391,5238100
2022-01-10,134.470001,136.199997,133.380005,135.029999,121.455292,5432800
2022-01-11,130.520004,133.250000,127.970001,132.869995,119.512444,11105300
2022-01-12,133.250000,134.470001,131.369995,133.589996,120.160049,5352000
2022-01-13,133.899994,136.050003,133.559998,134.759995,121.212433,4868300
2022-01-14,134.550003,135.139999,133.300003,134.210007,120.717712,5310300
2022-01-18,132.949997,133.889999,131.779999,132.940002,119.575401,5246700
2022-01-19,132.899994,133.899994,131.500000,131.580002,118.352119,4103700
2022-01-20,131.259995,132.880005,130.570007,130.820007,117.668533,5278200
2022-01-21,131.649994,131.869995,129.270004,129.350006,116.346321,5907000
2022-01-24,127.989998,129.149994,124.190002,128.820007,115.869583,13484000
2022-01-25,129.139999,137.339996,128.300003,136.100006,122.417717,19715700
2022-01-26,136.470001,137.070007,133.130005,134.259995,120.762688,8336000
2022-01-27,133.660004,134.750000,132.080002,132.520004,119.197632,5497300
2022-01-28,133.190002,134.529999,131.789993,134.500000,120.978561,5471500
2022-01-31,134.089996,134.089996,132.300003,133.570007,120.142059,5859000
2022-02-01,133.759995,135.960007,132.500000,135.529999,121.905029,6206400
2022-02-02,135.699997,137.559998,135.259995,137.250000,123.452095,5357200
2022-02-03,137.000000,138.759995,135.830002,137.779999,123.928810,6100800
2022-02-04,137.860001,138.820007,136.220001,137.149994,123.362152,4142000
2022-02-07,137.449997,137.820007,136.270004,137.240005,123.443123,3759000
2022-02-08,137.229996,137.520004,135.779999,137.020004,123.245232,4181800
2022-02-09,137.839996,138.350006,136.830002,137.789993,123.937798,5393500
2022-02-10,135.470001,136.559998,133.169998,133.520004,121.543724,5978600
2022-02-11,133.899994,134.710007,132.380005,132.690002,120.788170,4176200
2022-02-14,132.589996,132.649994,129.070007,130.149994,118.475990,5345300
2022-02-15,130.639999,131.679993,129.610001,129.940002,118.284836,4394000
2022-02-16,129.449997,130.440002,128.259995,129.179993,117.592987,4875600
2022-02-17,128.050003,128.500000,124.849998,124.970001,113.760628,6797000
2022-02-18,124.940002,125.440002,123.610001,124.349998,113.196236,4609200
2022-02-22,124.199997,125.000000,122.680000,123.919998,112.804802,5349700
2022-02-23,124.379997,124.699997,121.870003,122.070000,111.120743,4086400
2022-02-24,120.000000,122.099998,118.809998,121.970001,111.029709,6563200
2022-02-25,122.050003,124.260002,121.449997,124.180000,113.041489,4460900
2022-02-28,122.209999,123.389999,121.040001,122.510002,111.521286,6757300
2022-03-01,122.669998,123.389999,120.699997,121.349998,110.465317,4873300
2022-03-02,122.589996,124.639999,121.800003,123.860001,112.750183,4891400
2022-03-03,124.959999,126.669998,124.239998,125.930000,114.634521,5206600
2022-03-04,124.400002,127.349998,124.209999,126.620003,115.262627,4402400
2022-03-07,126.470001,127.910004,125.620003,126.070000,114.761948,5047400
2022-03-08,126.620003,128.350006,124.820000,125.680000,114.406944,4887600
2022-03-09,127.410004,128.100006,125.910004,126.220001,114.898514,4403500
2022-03-10,125.750000,126.029999,123.129997,124.349998,113.196236,5326800
2022-03-11,125.000000,126.769997,123.910004,123.959999,112.841209,4119600
2022-03-14,124.449997,125.160004,122.690002,123.940002,112.823013,3289200
2022-03-15,124.000000,125.940002,123.220001,125.639999,114.370529,4021200
2022-03-16,126.500000,127.279999,124.709999,127.040001,115.644951,4292800
2022-03-17,127.099998,128.289993,126.529999,127.959999,116.482430,3671900
2022-03-18,127.379997,128.929993,126.370003,128.759995,117.210663,7466000
2022-03-21,129.000000,129.740005,127.400002,128.100006,116.609871,3384600
2022-03-22,128.500000,129.300003,127.849998,129.059998,117.483757,2690200
2022-03-23,129.080002,129.320007,128.250000,128.300003,116.791939,2924500
2022-03-24,128.330002,129.369995,127.800003,129.250000,117.656731,2971100
2022-03-25,129.500000,131.399994,129.309998,131.350006,119.568367,3530200
2022-03-28,130.820007,131.500000,129.600006,131.470001,119.677589,2483500
2022-03-29,132.039993,132.839996,130.429993,131.940002,120.105438,5791000
2022-03-30,132.009995,133.080002,131.389999,132.130005,120.278397,2622900
2022-03-31,130.720001,131.880005,130.000000,130.020004,118.357658,4274000
2022-04-01,129.660004,130.270004,128.059998,130.149994,118.475990,4012400
2022-04-04,130.259995,130.449997,128.929993,130.270004,118.585236,2809800
2022-04-05,129.850006,131.229996,128.660004,128.889999,117.329010,3107200
2022-04-06,127.779999,129.509995,127.250000,129.389999,117.784172,3958100
2022-04-07,128.869995,129.250000,126.730003,128.550003,117.019524,3538300
2022-04-08,128.009995,128.779999,127.269997,127.730003,116.273064,3143300
2022-04-11,127.949997,128.179993,126.180000,126.370003,115.035057,3202500
2022-04-12,126.419998,127.339996,125.580002,125.980003,114.680023,2691000
2022-04-13,125.639999,126.669998,124.910004,126.139999,114.825684,3064900
2022-04-14,128.929993,130.580002,126.379997,126.559998,115.208000,6384200
2022-04-18,126.599998,127.389999,125.529999,126.169998,114.852989,4884200
2022-04-19,126.080002,129.399994,126.000000,129.149994,117.565689,7971400
2022-04-20,135.000000,139.559998,133.380005,138.320007,125.913193,17859200
2022-04-21,138.229996,141.880005,137.350006,139.850006,127.305954,9922300
2022-04-22,139.699997,140.440002,137.350006,138.250000,125.849457,6508600
2022-04-25,137.589996,139.649994,135.190002,139.100006,126.623238,5748300
2022-04-26,139.000000,139.869995,136.169998,136.190002,123.974243,4956200
2022-04-27,135.779999,137.119995,134.630005,135.059998,122.945587,4369100
2022-04-28,136.850006,136.990005,134.809998,135.740005,123.564606,4474300
2022-04-29,135.130005,135.550003,132.000000,132.210007,120.351219,5078700
2022-05-02,133.000000,133.770004,130.889999,133.039993,121.106758,4213500
2022-05-03,133.000000,133.600006,131.990005,132.520004,120.633430,3688600
2022-05-04,132.869995,137.869995,132.139999,137.399994,125.075684,5932600
2022-05-05,136.460007,137.259995,134.759995,135.919998,123.728439,5957400
2022-05-06,135.470001,137.990005,135.470001,137.669998,125.321465,7306400
2022-05-09,134.410004,136.350006,133.320007,134.440002,123.865746,7647900
2022-05-10,135.000000,135.410004,128.429993,129.130005,118.973419,8642400
2022-05-11,129.860001,132.960007,129.860001,130.750000,120.465988,5301100
2022-05-12,131.270004,133.619995,130.410004,132.899994,122.446892,5384800
2022-05-13,133.000000,133.800003,131.050003,133.600006,123.091820,4195100
2022-05-16,133.100006,136.509995,132.410004,135.029999,124.409363,4250400
2022-05-17,137.190002,138.369995,135.639999,138.369995,127.486641,4372900
2022-05-18,137.100006,137.619995,132.169998,132.940002,122.483742,6003000
2022-05-19,132.000000,132.320007,128.710007,129.660004,119.461723,5819700
2022-05-20,130.179993,130.369995,125.800003,128.479996,118.374519,6914500
2022-05-23,129.500000,131.949997,129.419998,131.169998,120.852951,3591500
2022-05-24,130.570007,134.369995,130.419998,133.800003,123.276093,4189700
2022-05-25,132.860001,134.820007,132.860001,134.389999,123.819702,3299300
2022-05-26,135.000000,137.550003,134.520004,136.889999,126.123047,3929300
2022-05-27,137.389999,139.740005,137.240005,139.270004,128.315857,4608000
2022-05-31,138.199997,139.830002,136.809998,138.839996,127.919662,7978100
2022-06-01,139.669998,140.470001,138.520004,139.429993,128.463257,3796500
2022-06-02,139.449997,140.289993,136.850006,140.149994,129.126633,3734800
2022-06-03,140.259995,142.580002,139.740005,141.179993,130.075607,4352200
2022-06-06,142.979996,144.729996,142.000000,142.880005,131.641922,4766900
2022-06-07,142.600006,142.979996,140.960007,142.779999,131.549789,2887100
2022-06-08,142.070007,142.800003,140.149994,140.830002,129.753174,3005700
2022-06-09,140.149994,141.039993,137.929993,137.960007,127.108894,3591000
2022-06-10,137.800003,137.800003,135.250000,136.190002,125.478119,4659500
2022-06-13,133.970001,137.570007,133.759995,135.110001,124.483063,6486000
2022-06-14,135.000000,136.949997,134.860001,135.720001,125.045090,4607800
2022-06-15,136.009995,138.449997,135.580002,137.059998,126.279671,4606900
2022-06-16,135.300003,136.240005,134.389999,135.669998,124.999001,5386400
2022-06-17,135.990005,136.979996,132.850006,135.020004,124.400162,12968500
2022-06-21,135.899994,138.500000,135.899994,137.850006,127.007553,4089300
2022-06-22,136.100006,138.179993,136.029999,137.080002,126.298103,3791500
2022-06-23,137.139999,138.619995,136.500000,138.440002,127.551155,4547900
2022-06-24,139.199997,142.369995,139.130005,142.059998,130.886414,11493000
2022-06-27,142.259995,143.830002,141.949997,142.800003,131.568192,3936000
2022-06-28,142.919998,144.160004,141.320007,141.860001,130.702133,4064800
2022-06-29,142.740005,143.520004,139.500000,140.710007,129.642593,4161500
2022-06-30,139.580002,142.460007,139.279999,141.190002,130.084839,4878000
2022-07-01,141.000000,141.669998,139.259995,141.119995,130.020340,4011900
2022-07-05,139.970001,139.970001,135.270004,137.619995,126.795616,6273400
2022-07-06,138.000000,139.139999,137.130005,138.080002,127.219444,3237000
2022-07-07,138.910004,141.320007,138.830002,140.830002,129.753174,3897100
2022-07-08,140.759995,141.320007,139.820007,140.470001,129.421478,2820800
2022-07-11,140.619995,141.869995,140.130005,141.000000,129.909790,3904700
2022-07-12,140.839996,141.550003,138.570007,139.179993,128.232910,3235400
2022-07-13,137.179993,138.899994,136.800003,137.179993,126.390244,4123200
2022-07-14,135.600006,139.429993,135.020004,139.059998,128.122375,5298400
2022-07-15,140.679993,140.679993,138.610001,139.919998,128.914719,4519300
2022-07-18,140.149994,140.309998,137.779999,138.130005,127.265526,8231700
2022-07-19,131.580002,132.559998,127.720001,130.880005,120.585762,29690500
2022-07-20,130.699997,130.720001,128.059998,129.179993,119.019455,9882000
2022-07-21,128.750000,128.809998,125.129997,127.150002,117.149147,11975400
